,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Nothing On Us,0.605,0.733,2.0,-4.684,1.0,0.0616,0.124,0.0,0.0786,0.489,125.029,audio_features,3PTMcrpi5tbHzc8xxOZ8lG,spotify:track:3PTMcrpi5tbHzc8xxOZ8lG,https://api.spotify.com/v1/tracks/3PTMcrpi5tbHzc8xxOZ8lG,https://api.spotify.com/v1/audio-analysis/3PTMcrpi5tbHzc8xxOZ8lG,161520.0,4.0
What We Live For,0.686,0.885,0.0,-4.754,1.0,0.0377,0.0503,0.0,0.147,0.616,120.066,audio_features,1KgZOCjN3nGRTk3c87oIj6,spotify:track:1KgZOCjN3nGRTk3c87oIj6,https://api.spotify.com/v1/tracks/1KgZOCjN3nGRTk3c87oIj6,https://api.spotify.com/v1/audio-analysis/1KgZOCjN3nGRTk3c87oIj6,178560.0,4.0
When You Look Like That,0.604,0.711,9.0,-5.018,1.0,0.0397,0.00739,1.17e-06,0.13,0.882,140.058,audio_features,35sFGUnvLP2LPHzmdwsq40,spotify:track:35sFGUnvLP2LPHzmdwsq40,https://api.spotify.com/v1/tracks/35sFGUnvLP2LPHzmdwsq40,https://api.spotify.com/v1/audio-analysis/35sFGUnvLP2LPHzmdwsq40,202907.0,4.0
Harder (with Bebe Rexha),0.906,0.833,5.0,-3.027,0.0,0.0729,0.0899,0.0,0.154,0.752,104.017,audio_features,5RgBnDtHKFHgtVdqabjGE3,spotify:track:5RgBnDtHKFHgtVdqabjGE3,https://api.spotify.com/v1/tracks/5RgBnDtHKFHgtVdqabjGE3,https://api.spotify.com/v1/audio-analysis/5RgBnDtHKFHgtVdqabjGE3,159760.0,4.0
Love Me Less (feat. Quinn XCII),0.732,0.856,11.0,-2.2,0.0,0.0929,0.0828,0.0,0.323,0.771,145.034,audio_features,2tOOcDDYkh0PSjr6GwPEAJ,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,https://api.spotify.com/v1/tracks/2tOOcDDYkh0PSjr6GwPEAJ,https://api.spotify.com/v1/audio-analysis/2tOOcDDYkh0PSjr6GwPEAJ,177670.0,4.0
Crush On You,0.827,0.635,11.0,-6.77,0.0,0.25,0.275,0.000117,0.109,0.767,88.868,audio_features,0drNX41VJsi9s9NdQTU8rM,spotify:track:0drNX41VJsi9s9NdQTU8rM,https://api.spotify.com/v1/tracks/0drNX41VJsi9s9NdQTU8rM,https://api.spotify.com/v1/audio-analysis/0drNX41VJsi9s9NdQTU8rM,275640.0,4.0
Change My Heart,0.595,0.435,0.0,-15.037,1.0,0.0271,0.157,0.0187,0.109,0.612,82.035,audio_features,3eZ4QKWcZiNzfxEbScTV5F,spotify:track:3eZ4QKWcZiNzfxEbScTV5F,https://api.spotify.com/v1/tracks/3eZ4QKWcZiNzfxEbScTV5F,https://api.spotify.com/v1/audio-analysis/3eZ4QKWcZiNzfxEbScTV5F,257257.0,4.0
Million Lights,0.696,0.907,0.0,-4.157,0.0,0.073,0.0191,1.23e-05,0.124,0.466,125.932,audio_features,0MTNn4zNL9sgy5evzyuh71,spotify:track:0MTNn4zNL9sgy5evzyuh71,https://api.spotify.com/v1/tracks/0MTNn4zNL9sgy5evzyuh71,https://api.spotify.com/v1/audio-analysis/0MTNn4zNL9sgy5evzyuh71,186667.0,4.0
Moving Mountains - GATTÜSO Remix,0.643,0.925,0.0,-5.642,0.0,0.0377,0.0488,2.82e-05,0.159,0.616,121.969,audio_features,3qBnc1nWty6LjPIjXuAigw,spotify:track:3qBnc1nWty6LjPIjXuAigw,https://api.spotify.com/v1/tracks/3qBnc1nWty6LjPIjXuAigw,https://api.spotify.com/v1/audio-analysis/3qBnc1nWty6LjPIjXuAigw,182296.0,4.0
Don't Start Now,0.794,0.793,11.0,-4.521,0.0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290.0,4.0
4:15,0.662,0.667,9.0,-5.8,0.0,0.0636,0.175,0.0,0.137,0.542,102.907,audio_features,0KilmlKbnfk8Xspi2Cwj9r,spotify:track:0KilmlKbnfk8Xspi2Cwj9r,https://api.spotify.com/v1/tracks/0KilmlKbnfk8Xspi2Cwj9r,https://api.spotify.com/v1/audio-analysis/0KilmlKbnfk8Xspi2Cwj9r,200920.0,4.0
Here Comes the Change (Live from the Village),0.406,0.164,7.0,-9.11,1.0,0.031,0.818,0.0,0.0966,0.207,93.963,audio_features,4fb4ltdNDEXujfE7EGfqxj,spotify:track:4fb4ltdNDEXujfE7EGfqxj,https://api.spotify.com/v1/tracks/4fb4ltdNDEXujfE7EGfqxj,https://api.spotify.com/v1/audio-analysis/4fb4ltdNDEXujfE7EGfqxj,212603.0,1.0
WOW (with Emma Steinbakken),0.784,0.826,4.0,-4.517,0.0,0.0929,0.0205,1.38e-05,0.125,0.269,103.913,audio_features,0N4lXR2IB0bVwQjNQzDPKy,spotify:track:0N4lXR2IB0bVwQjNQzDPKy,https://api.spotify.com/v1/tracks/0N4lXR2IB0bVwQjNQzDPKy,https://api.spotify.com/v1/audio-analysis/0N4lXR2IB0bVwQjNQzDPKy,193846.0,4.0
Can't Let You Go,0.648,0.455,1.0,-7.122,1.0,0.0341,0.463,0.0,0.109,0.183,129.9,audio_features,5RfrZ5Lgr3fdtgnvhh3va8,spotify:track:5RfrZ5Lgr3fdtgnvhh3va8,https://api.spotify.com/v1/tracks/5RfrZ5Lgr3fdtgnvhh3va8,https://api.spotify.com/v1/audio-analysis/5RfrZ5Lgr3fdtgnvhh3va8,204157.0,4.0
Moves Like Jagger,0.722,0.761,11.0,-4.459,0.0,0.0475,0.0117,0.0,0.315,0.624,128.044,audio_features,3TahdwXB4gJRWVAI00Ejqa,spotify:track:3TahdwXB4gJRWVAI00Ejqa,https://api.spotify.com/v1/tracks/3TahdwXB4gJRWVAI00Ejqa,https://api.spotify.com/v1/audio-analysis/3TahdwXB4gJRWVAI00Ejqa,201493.0,4.0
Amsterdamned,0.678,0.663,11.0,-5.807,0.0,0.0374,0.135,0.02,0.107,0.747,150.014,audio_features,5VkKghJxtZV1PHBSvmb2kw,spotify:track:5VkKghJxtZV1PHBSvmb2kw,https://api.spotify.com/v1/tracks/5VkKghJxtZV1PHBSvmb2kw,https://api.spotify.com/v1/audio-analysis/5VkKghJxtZV1PHBSvmb2kw,182320.0,4.0
Never Be The Same,0.637,0.713,0.0,-4.333,1.0,0.0747,0.181,0.000637,0.137,0.243,129.923,audio_features,4eWQlBRaTjPPUlzacqEeoQ,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,https://api.spotify.com/v1/tracks/4eWQlBRaTjPPUlzacqEeoQ,https://api.spotify.com/v1/audio-analysis/4eWQlBRaTjPPUlzacqEeoQ,226973.0,4.0
Miracles,0.54,0.604,7.0,-5.915,1.0,0.0337,0.0272,0.0,0.196,0.123,97.961,audio_features,1tE9no1NyExKy7NCsg9ucW,spotify:track:1tE9no1NyExKy7NCsg9ucW,https://api.spotify.com/v1/tracks/1tE9no1NyExKy7NCsg9ucW,https://api.spotify.com/v1/audio-analysis/1tE9no1NyExKy7NCsg9ucW,191500.0,4.0
SICKO MODE,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,audio_features,2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820.0,4.0
You (with Marshmello & Vance Joy),0.668,0.563,11.0,-6.433,1.0,0.0522,0.0493,0.0,0.119,0.305,103.116,audio_features,1GkHyypTFkUf0QQKwYoXH4,spotify:track:1GkHyypTFkUf0QQKwYoXH4,https://api.spotify.com/v1/tracks/1GkHyypTFkUf0QQKwYoXH4,https://api.spotify.com/v1/audio-analysis/1GkHyypTFkUf0QQKwYoXH4,169632.0,4.0
I Don't Care (with Justin Bieber) - Jonas Blue Remix,0.708,0.872,6.0,-5.775,1.0,0.0502,0.0736,0.0,0.337,0.25,124.026,audio_features,1VYj8u5I4L5Xl21zQiQMx7,spotify:track:1VYj8u5I4L5Xl21zQiQMx7,https://api.spotify.com/v1/tracks/1VYj8u5I4L5Xl21zQiQMx7,https://api.spotify.com/v1/audio-analysis/1VYj8u5I4L5Xl21zQiQMx7,192681.0,4.0
Shape of My Heart,0.575,0.786,9.0,-4.353,1.0,0.0296,0.252,0.0,0.159,0.518,96.102,audio_features,35o9a4iAfLl5jRmqMX9c1D,spotify:track:35o9a4iAfLl5jRmqMX9c1D,https://api.spotify.com/v1/tracks/35o9a4iAfLl5jRmqMX9c1D,https://api.spotify.com/v1/audio-analysis/35o9a4iAfLl5jRmqMX9c1D,230093.0,4.0
Woman Like Me - Banx & Ranx Remix,0.621,0.903,5.0,-3.797,0.0,0.292,0.0782,0.0,0.116,0.897,170.083,audio_features,3caKSofgCpcpMemSVCxsPG,spotify:track:3caKSofgCpcpMemSVCxsPG,https://api.spotify.com/v1/tracks/3caKSofgCpcpMemSVCxsPG,https://api.spotify.com/v1/audio-analysis/3caKSofgCpcpMemSVCxsPG,185619.0,4.0
Beautiful People (feat. Khalid),0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,spotify:track:4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,197867.0,4.0
Clap Back,0.632,0.786,9.0,-5.596,1.0,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,audio_features,1FK0sZfZzCAIDUn7htCemp,spotify:track:1FK0sZfZzCAIDUn7htCemp,https://api.spotify.com/v1/tracks/1FK0sZfZzCAIDUn7htCemp,https://api.spotify.com/v1/audio-analysis/1FK0sZfZzCAIDUn7htCemp,296467.0,4.0
I'm Not Mad,0.78,0.684,0.0,-5.758,1.0,0.0636,0.17,0.0,0.105,0.732,149.916,audio_features,6SL8U8TtdwOtGhbmGzsMfX,spotify:track:6SL8U8TtdwOtGhbmGzsMfX,https://api.spotify.com/v1/tracks/6SL8U8TtdwOtGhbmGzsMfX,https://api.spotify.com/v1/audio-analysis/6SL8U8TtdwOtGhbmGzsMfX,173467.0,4.0
Like A G6,0.435,0.837,3.0,-8.126,1.0,0.449,0.00676,0.0,0.117,0.778,124.913,audio_features,5AyL2kgLtTWEu3qO3B9SqK,spotify:track:5AyL2kgLtTWEu3qO3B9SqK,https://api.spotify.com/v1/tracks/5AyL2kgLtTWEu3qO3B9SqK,https://api.spotify.com/v1/audio-analysis/5AyL2kgLtTWEu3qO3B9SqK,216893.0,4.0
Babies (feat. Alessia Cara),0.672,0.543,6.0,-7.07,1.0,0.0335,0.121,8.05e-05,0.331,0.198,90.025,audio_features,2iTQEWxLtKrIoYr7FIWq6q,spotify:track:2iTQEWxLtKrIoYr7FIWq6q,https://api.spotify.com/v1/tracks/2iTQEWxLtKrIoYr7FIWq6q,https://api.spotify.com/v1/audio-analysis/2iTQEWxLtKrIoYr7FIWq6q,240093.0,4.0
Wolves,0.724,0.804,11.0,-4.614,0.0,0.0448,0.124,0.0,0.204,0.306,124.987,audio_features,0tBbt8CrmxbjRP0pueQkyU,spotify:track:0tBbt8CrmxbjRP0pueQkyU,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,197993.0,4.0
Calling On Me,0.623,0.891,7.0,-4.419,0.0,0.0653,0.016,0.0,0.329,0.641,99.987,audio_features,5I4VsjWxOqN1nWfUpFZFM3,spotify:track:5I4VsjWxOqN1nWfUpFZFM3,https://api.spotify.com/v1/tracks/5I4VsjWxOqN1nWfUpFZFM3,https://api.spotify.com/v1/audio-analysis/5I4VsjWxOqN1nWfUpFZFM3,218557.0,4.0
This Is Real (ft. Ella Henderson),0.684,0.819,6.0,-5.072,1.0,0.0413,0.0259,0.0775,0.0985,0.607,122.008,audio_features,1pRShUtGOG6ZP5fsnw9G4h,spotify:track:1pRShUtGOG6ZP5fsnw9G4h,https://api.spotify.com/v1/tracks/1pRShUtGOG6ZP5fsnw9G4h,https://api.spotify.com/v1/audio-analysis/1pRShUtGOG6ZP5fsnw9G4h,199160.0,4.0
I Don't Care - Acoustic,0.706,0.349,6.0,-8.125,1.0,0.0302,0.791,0.0,0.108,0.624,94.058,audio_features,1m84zLz4WizjR4mCDoXReg,spotify:track:1m84zLz4WizjR4mCDoXReg,https://api.spotify.com/v1/tracks/1m84zLz4WizjR4mCDoXReg,https://api.spotify.com/v1/audio-analysis/1m84zLz4WizjR4mCDoXReg,238220.0,4.0
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),0.778,0.566,2.0,-6.959,0.0,0.0311,0.672,0.000197,0.0698,0.479,117.971,audio_features,3c8iiZGfEammKJuWTErE5x,spotify:track:3c8iiZGfEammKJuWTErE5x,https://api.spotify.com/v1/tracks/3c8iiZGfEammKJuWTErE5x,https://api.spotify.com/v1/audio-analysis/3c8iiZGfEammKJuWTErE5x,186147.0,4.0
Write On Me,0.441,0.692,7.0,-5.427,0.0,0.128,0.359,1.94e-06,0.161,0.475,189.879,audio_features,0UnhE0UhBTBwtnzEXzP0it,spotify:track:0UnhE0UhBTBwtnzEXzP0it,https://api.spotify.com/v1/tracks/0UnhE0UhBTBwtnzEXzP0it,https://api.spotify.com/v1/audio-analysis/0UnhE0UhBTBwtnzEXzP0it,219560.0,4.0
Choose Progress,0.756,0.81,0.0,-10.53,1.0,0.0535,0.059,0.932,0.174,0.447,126.985,audio_features,7cyiNaGnON5kbkt2seCFtz,spotify:track:7cyiNaGnON5kbkt2seCFtz,https://api.spotify.com/v1/tracks/7cyiNaGnON5kbkt2seCFtz,https://api.spotify.com/v1/audio-analysis/7cyiNaGnON5kbkt2seCFtz,188032.0,4.0
Die Young - Dallas K Extended Mix,0.724,0.851,4.0,-5.364,1.0,0.236,0.00969,0.0309,0.192,0.36,127.981,audio_features,2nfdOQUW7FWDibV4PdQeLh,spotify:track:2nfdOQUW7FWDibV4PdQeLh,https://api.spotify.com/v1/tracks/2nfdOQUW7FWDibV4PdQeLh,https://api.spotify.com/v1/audio-analysis/2nfdOQUW7FWDibV4PdQeLh,349240.0,4.0
Feel the Love (feat. John Newman),0.389,0.706,1.0,-6.849,1.0,0.0593,0.0026,0.000182,0.686,0.238,179.911,audio_features,5gwLW5xV9Z1jy8MsUswEQL,spotify:track:5gwLW5xV9Z1jy8MsUswEQL,https://api.spotify.com/v1/tracks/5gwLW5xV9Z1jy8MsUswEQL,https://api.spotify.com/v1/audio-analysis/5gwLW5xV9Z1jy8MsUswEQL,245187.0,4.0
Open My Mouth,0.755,0.565,0.0,-9.76,0.0,0.0662,0.0651,3.46e-06,0.135,0.432,101.063,audio_features,35d7zEy4yKgQwrmlCy69YB,spotify:track:35d7zEy4yKgQwrmlCy69YB,https://api.spotify.com/v1/tracks/35d7zEy4yKgQwrmlCy69YB,https://api.spotify.com/v1/audio-analysis/35d7zEy4yKgQwrmlCy69YB,155468.0,4.0
Til Death Do Us Part,0.493,0.476,10.0,-10.485,1.0,0.0287,0.0418,0.0,0.147,0.149,122.481,audio_features,57DRDn3OKZyKQniRNAjYIQ,spotify:track:57DRDn3OKZyKQniRNAjYIQ,https://api.spotify.com/v1/tracks/57DRDn3OKZyKQniRNAjYIQ,https://api.spotify.com/v1/audio-analysis/57DRDn3OKZyKQniRNAjYIQ,326827.0,4.0
Bruised Not Broken (feat. MNEK & Kiana Ledé),0.764,0.573,6.0,-4.385,1.0,0.0484,0.109,0.0,0.324,0.685,110.006,audio_features,2ak79ho44RiDi9DFrqYgfq,spotify:track:2ak79ho44RiDi9DFrqYgfq,https://api.spotify.com/v1/tracks/2ak79ho44RiDi9DFrqYgfq,https://api.spotify.com/v1/audio-analysis/2ak79ho44RiDi9DFrqYgfq,160909.0,4.0
Too Far Gone,0.619,0.833,7.0,-4.941,1.0,0.0366,0.0122,0.0,0.24,0.527,93.01,audio_features,0s5ibKUNbISHnrBrx1o2nF,spotify:track:0s5ibKUNbISHnrBrx1o2nF,https://api.spotify.com/v1/tracks/0s5ibKUNbISHnrBrx1o2nF,https://api.spotify.com/v1/audio-analysis/0s5ibKUNbISHnrBrx1o2nF,196953.0,4.0
Trombone,0.864,0.795,8.0,-3.461,1.0,0.118,0.115,0.00519,0.267,0.665,126.018,audio_features,3vYP0NDCcoPiUHpmtq9YIq,spotify:track:3vYP0NDCcoPiUHpmtq9YIq,https://api.spotify.com/v1/tracks/3vYP0NDCcoPiUHpmtq9YIq,https://api.spotify.com/v1/audio-analysis/3vYP0NDCcoPiUHpmtq9YIq,166441.0,4.0
Wildest Dream,0.553,0.664,8.0,-7.417,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,audio_features,3fVnlF4pGqWI9flVENcT28,spotify:track:3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/tracks/3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/audio-analysis/3fVnlF4pGqWI9flVENcT28,220440.0,4.0
Steal My Girl,0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,audio_features,2Bs4jQEGMycglOfWPBqrVG,spotify:track:2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/tracks/2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/audio-analysis/2Bs4jQEGMycglOfWPBqrVG,228133.0,4.0
Ain't Your Mama,0.757,0.678,8.0,-5.529,0.0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,audio_features,2hgzdQdnfWwtdpZbhZlV72,spotify:track:2hgzdQdnfWwtdpZbhZlV72,https://api.spotify.com/v1/tracks/2hgzdQdnfWwtdpZbhZlV72,https://api.spotify.com/v1/audio-analysis/2hgzdQdnfWwtdpZbhZlV72,218235.0,4.0
Noor,0.792,0.718,1.0,-4.619,1.0,0.044,0.39,7.5e-05,0.301,0.545,103.049,audio_features,3p2WQ8mlRhETkOxcn8tVDc,spotify:track:3p2WQ8mlRhETkOxcn8tVDc,https://api.spotify.com/v1/tracks/3p2WQ8mlRhETkOxcn8tVDc,https://api.spotify.com/v1/audio-analysis/3p2WQ8mlRhETkOxcn8tVDc,158447.0,4.0
Unbelievers,0.644,0.811,11.0,-7.774,1.0,0.0517,0.149,0.000473,0.17,0.817,154.909,audio_features,51DZ0wUocQ8sQfjnibXVcD,spotify:track:51DZ0wUocQ8sQfjnibXVcD,https://api.spotify.com/v1/tracks/51DZ0wUocQ8sQfjnibXVcD,https://api.spotify.com/v1/audio-analysis/51DZ0wUocQ8sQfjnibXVcD,202667.0,4.0
These Are the Days - Luca Schreiner Remix,0.541,0.876,10.0,-3.794,0.0,0.162,0.0231,0.0,0.108,0.383,121.152,audio_features,2yAyYrQvMjGDSrDPczlqaE,spotify:track:2yAyYrQvMjGDSrDPczlqaE,https://api.spotify.com/v1/tracks/2yAyYrQvMjGDSrDPczlqaE,https://api.spotify.com/v1/audio-analysis/2yAyYrQvMjGDSrDPczlqaE,188213.0,4.0
All Over The World,0.643,0.836,7.0,-6.197,1.0,0.0275,0.0358,1.14e-05,0.181,0.157,123.978,audio_features,2dC7qY84Y3J4YamEFUQkHT,spotify:track:2dC7qY84Y3J4YamEFUQkHT,https://api.spotify.com/v1/tracks/2dC7qY84Y3J4YamEFUQkHT,https://api.spotify.com/v1/audio-analysis/2dC7qY84Y3J4YamEFUQkHT,160645.0,4.0
Lightning In A Bottle,0.658,0.873,4.0,-1.626,1.0,0.0332,0.0872,0.0,0.293,0.761,128.985,audio_features,7DLTtBd13MRkOe1jmhc0xl,spotify:track:7DLTtBd13MRkOe1jmhc0xl,https://api.spotify.com/v1/tracks/7DLTtBd13MRkOe1jmhc0xl,https://api.spotify.com/v1/audio-analysis/7DLTtBd13MRkOe1jmhc0xl,245492.0,4.0
The Last Time,0.521,0.746,5.0,-3.421,1.0,0.0349,0.0486,0.0,0.236,0.15,132.014,audio_features,600oiqLkQIJ85HvQGIQWvO,spotify:track:600oiqLkQIJ85HvQGIQWvO,https://api.spotify.com/v1/tracks/600oiqLkQIJ85HvQGIQWvO,https://api.spotify.com/v1/audio-analysis/600oiqLkQIJ85HvQGIQWvO,196107.0,4.0
Me And My Broken Heart,0.545,0.783,5.0,-4.261,0.0,0.0345,0.00489,0.0,0.132,0.551,174.084,audio_features,1oew3nFNY3vMacJAsvry0S,spotify:track:1oew3nFNY3vMacJAsvry0S,https://api.spotify.com/v1/tracks/1oew3nFNY3vMacJAsvry0S,https://api.spotify.com/v1/audio-analysis/1oew3nFNY3vMacJAsvry0S,193733.0,4.0
Kalahari,0.371,0.866,6.0,-4.202,1.0,0.102,0.0311,0.856,0.426,0.123,98.836,audio_features,1QL3yKcQrsZJMuuCFNxgt4,spotify:track:1QL3yKcQrsZJMuuCFNxgt4,https://api.spotify.com/v1/tracks/1QL3yKcQrsZJMuuCFNxgt4,https://api.spotify.com/v1/audio-analysis/1QL3yKcQrsZJMuuCFNxgt4,169604.0,5.0
Too Much (feat. Imanbek & Usher) - Alle Farben Remix,0.707,0.878,6.0,-4.156,0.0,0.0534,0.00605,5.82e-06,0.0946,0.559,126.102,audio_features,0TEk9SHs3MJl8S0Qgtbzqh,spotify:track:0TEk9SHs3MJl8S0Qgtbzqh,https://api.spotify.com/v1/tracks/0TEk9SHs3MJl8S0Qgtbzqh,https://api.spotify.com/v1/audio-analysis/0TEk9SHs3MJl8S0Qgtbzqh,146654.0,4.0
Keep It Simple (feat. Wilder Woods),0.629,0.82,1.0,-5.651,1.0,0.0543,0.0142,4.34e-05,0.039,0.329,113.95,audio_features,58fGC7ZRlPhW1J7kLx1goK,spotify:track:58fGC7ZRlPhW1J7kLx1goK,https://api.spotify.com/v1/tracks/58fGC7ZRlPhW1J7kLx1goK,https://api.spotify.com/v1/audio-analysis/58fGC7ZRlPhW1J7kLx1goK,191579.0,4.0
Dancing With Tears In My Eyes,0.588,0.908,9.0,-8.117,1.0,0.0431,0.151,0.000248,0.596,0.926,143.96,audio_features,19omiIPoSfj8S1MlqK1aCd,spotify:track:19omiIPoSfj8S1MlqK1aCd,https://api.spotify.com/v1/tracks/19omiIPoSfj8S1MlqK1aCd,https://api.spotify.com/v1/audio-analysis/19omiIPoSfj8S1MlqK1aCd,244120.0,4.0
Mala (feat. Becky G & De La Ghetto) - Remix,0.814,0.916,11.0,-2.394,1.0,0.0761,0.0227,7.76e-05,0.158,0.765,94.997,audio_features,2uib8nytX63WABzJ3KJYYy,spotify:track:2uib8nytX63WABzJ3KJYYy,https://api.spotify.com/v1/tracks/2uib8nytX63WABzJ3KJYYy,https://api.spotify.com/v1/audio-analysis/2uib8nytX63WABzJ3KJYYy,173693.0,4.0
Talk with Your Body,0.793,0.76,0.0,-3.704,0.0,0.124,0.112,0.0,0.267,0.819,102.989,audio_features,7yPcAO4F6ozQi6lTi3n3Ai,spotify:track:7yPcAO4F6ozQi6lTi3n3Ai,https://api.spotify.com/v1/tracks/7yPcAO4F6ozQi6lTi3n3Ai,https://api.spotify.com/v1/audio-analysis/7yPcAO4F6ozQi6lTi3n3Ai,188750.0,4.0
Love Is Religion (The Blessed Madonna Remix),0.807,0.805,0.0,-5.556,1.0,0.099,0.038,1.13e-06,0.495,0.932,121.979,audio_features,1LEHndIydBAjB5ZSQqxPH5,spotify:track:1LEHndIydBAjB5ZSQqxPH5,https://api.spotify.com/v1/tracks/1LEHndIydBAjB5ZSQqxPH5,https://api.spotify.com/v1/audio-analysis/1LEHndIydBAjB5ZSQqxPH5,220147.0,4.0
Parking Spot,0.397,0.65,11.0,-6.906,0.0,0.0783,0.0506,0.0,0.161,0.345,78.548,audio_features,5T5msDlMlsi7GNEgIugKio,spotify:track:5T5msDlMlsi7GNEgIugKio,https://api.spotify.com/v1/tracks/5T5msDlMlsi7GNEgIugKio,https://api.spotify.com/v1/audio-analysis/5T5msDlMlsi7GNEgIugKio,195133.0,4.0
Señorita,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,audio_features,0TK2YIli7K1leLovkQiNik,spotify:track:0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,190960.0,4.0
Black Magic,0.776,0.875,4.0,-5.535,1.0,0.0575,0.0343,0.0,0.314,0.849,111.988,audio_features,6rmXhRIemCTPyMYZRDN7Qg,spotify:track:6rmXhRIemCTPyMYZRDN7Qg,https://api.spotify.com/v1/tracks/6rmXhRIemCTPyMYZRDN7Qg,https://api.spotify.com/v1/audio-analysis/6rmXhRIemCTPyMYZRDN7Qg,211786.0,4.0
Reggaetón Lento (Remix),0.534,0.911,4.0,-3.086,0.0,0.0852,0.15,0.0,0.0986,0.624,93.767,audio_features,58gqyeFXhOttZW3yetJGPN,spotify:track:58gqyeFXhOttZW3yetJGPN,https://api.spotify.com/v1/tracks/58gqyeFXhOttZW3yetJGPN,https://api.spotify.com/v1/audio-analysis/58gqyeFXhOttZW3yetJGPN,188800.0,4.0
What Do You Love,0.55,0.918,11.0,-2.818,1.0,0.0723,0.149,1.7e-05,0.355,0.35,95.977,audio_features,4aB4udr3pcJuENmfDitPSZ,spotify:track:4aB4udr3pcJuENmfDitPSZ,https://api.spotify.com/v1/tracks/4aB4udr3pcJuENmfDitPSZ,https://api.spotify.com/v1/audio-analysis/4aB4udr3pcJuENmfDitPSZ,211875.0,4.0
Fancy,0.697,0.874,5.0,-2.15,0.0,0.045,0.0122,0.0,0.627,0.775,132.022,audio_features,0W5hTAWn8Tq0Qfhg1XP3YW,spotify:track:0W5hTAWn8Tq0Qfhg1XP3YW,https://api.spotify.com/v1/tracks/0W5hTAWn8Tq0Qfhg1XP3YW,https://api.spotify.com/v1/audio-analysis/0W5hTAWn8Tq0Qfhg1XP3YW,213880.0,4.0
Feel This Moment (feat. Christina Aguilera),0.673,0.758,7.0,-3.632,1.0,0.158,0.039,0.0,0.341,0.542,135.956,audio_features,0Hf4aIJpsN4Os2f0y0VqWl,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/audio-analysis/0Hf4aIJpsN4Os2f0y0VqWl,229507.0,4.0
Touch,0.606,0.718,4.0,-4.094,1.0,0.0978,0.032,0.0,0.402,0.551,101.821,audio_features,1gG5MoWK5SmHUcQPa2jxdP,spotify:track:1gG5MoWK5SmHUcQPa2jxdP,https://api.spotify.com/v1/tracks/1gG5MoWK5SmHUcQPa2jxdP,https://api.spotify.com/v1/audio-analysis/1gG5MoWK5SmHUcQPa2jxdP,213307.0,4.0
You Don't Know Me,0.58,0.586,11.0,-9.027,0.0,0.414,0.66,0.0,0.0926,0.318,123.778,audio_features,3XeNK7vsxzuT9moRuDNqoi,spotify:track:3XeNK7vsxzuT9moRuDNqoi,https://api.spotify.com/v1/tracks/3XeNK7vsxzuT9moRuDNqoi,https://api.spotify.com/v1/audio-analysis/3XeNK7vsxzuT9moRuDNqoi,225867.0,4.0
